66.014482 98.002554 33.978884
15.001251 78.999529 71.999440
34.001043 96.999758 -0.998360
70.991262 98.998006 27.011173
70.001372 88.998835 100.998531
16.000558 31.001478 59.000128
95.997274 76.001116 95.999645


66.043587 98.007693 33.936452
15.003752 78.998586 71.998321
34.003129 96.999274 -0.995079
70.973715 98.994005 27.033620
70.004116 88.996506 100.995592
16.001673 31.004435 59.000384
95.991820 76.003348 95.998936


66.087609 98.015474 33.872290
15.007505 78.997171 71.996642
34.006259 96.998549 -0.990158
70.947212 98.987965 27.067546
70.008234 88.993011 100.991184
16.003347 31.008870 59.000768
95.983639 76.006696 95.997873


66.147006 98.025992 33.785752
15.012508 78.995285 71.994403
34.010433 96.997581 -0.983594
70.911524 98.979841 27.113275
70.013728 88.988350 100.985305
16.005578 31.014783 59.001279
95.972727 76.011163 95.996455


66.222426 98.039380 33.675921
15.018762 78.992927 71.991605
34.015652 96.996372 -0.975388
70.866324 98.969566 27.171265
70.020599 88.982521 100.977956
16.008368 31.022176 59.001919
95.959081 76.016748 95.994683


66.314755 98.055818 33.541550
15.026267 78.990096 71.988246
34.021916 96.994920 -0.965538
70.811171 98.957049 27.242137
70.028853 88.975524 100.969136
16.011716 31.031049 59.002687
95.942699 76.023453 95.992557


66.425167 98.075547 33.380981
15.035023 78.986793 71.984327
34.029228 96.993226 -0.954043
70.745475 98.942170 27.326721
70.038492 88.967355 100.958845
16.015623 31.041401 59.003582
95.923576 76.031281 95.990078


66.555230 98.098885 33.192002
15.045030 78.983017 71.979847
34.037587 96.991290 -0.940900
70.668450 98.924770 27.426121
70.049521 88.958013 100.947081
16.020088 31.053234 59.004606
95.901708 76.040234 95.987244


66.707049 98.126263 32.971646
15.056289 78.978767 71.974807
34.046995 96.989112 -0.926108
70.579044 98.904634 27.541820
70.061946 88.947495 100.933843
16.025114 31.066549 59.005757
95.877088 76.050313 95.984058


66.883514 98.158270 32.715840
15.068798 78.974042 71.969205
34.057455 96.986690 -0.909665
70.475810 98.881466 27.675853
70.075772 88.935799 100.919131
16.030699 31.081346 59.007037
95.849710 76.061522 95.980519


67.088727 98.195743 32.418796
15.082559 78.968843 71.963042
34.068967 96.984027 -0.891568
70.356693 98.854848 27.831112
70.091006 88.922921 100.902943
16.036844 31.097626 59.008445
95.819567 76.073864 95.976628


67.328825 98.239936 32.071865
15.097572 78.963168 71.956317
34.081533 96.981120 -0.871814
70.218625 98.824154 28.011921
70.107656 88.908858 100.885279
16.043550 31.115390 59.009980
95.786651 76.087343 95.972384


67.613717 98.292874 31.661071
15.113837 78.957017 71.949030
34.095156 96.977969 -0.850401
70.056648 98.788369 28.225266
70.125729 88.893606 100.866135
16.050817 31.134640 59.011644
95.750954 76.101961 95.967790


67.961522 98.358267 31.160845
15.131353 78.950389 71.941180
34.109837 96.974576 -0.827325
69.861700 98.745640 28.483930
70.145235 88.877161 100.845512
16.058646 31.155376 59.013436
95.712467 76.117725 95.962844


